link_id,from_node_id,to_node_id,dir_flag,length,vdf_length_mi,free_speed,vdf_free_speed_mph,lanes,capacity,vdf_toll,link_type,allowed_uses,vdf_alpha,vdf_beta,vdf_plf,ref_volume,ref_cost,vdf_fftt,geometry
5347,2982,11620,1,2870.538896639627,1.783674609864682,71.76347241599068,44.591740618596546,1,970.0,0.0,1,,0.15,4,1,84.14,1.17,2.4,"LINESTRING (-88.53474984599607 41.82181624081644, -88.52688435073206 41.84695759334011)"
5348,2983,3632,1,2835.6349642449236,1.7619862578727452,65.77503782194732,40.87070102646123,1,810.0,0.0,1,,0.15,4,1,578.63,1.17,2.586666667,"LINESTRING (-88.69420488634844 42.01591829578409, -88.65988272519637 42.01564795866018)"
5349,2983,6516,1,808.4516219381688,0.502349796772695,54.41501304123012,33.8119110684422,1,630.0,0.0,1,,0.15,4,1,0.0,1.17,0.891428571,"LINESTRING (-88.69420488634844 42.01591829578409, -88.69670754393246 42.00888953056242)"
5350,2983,11940,1,846.4404481970304,0.5259550177072778,67.33049022299502,41.83721404035264,1,630.0,0.0,1,,0.15,4,1,430.91,1.17,0.754285714,"LINESTRING (-88.69420488634844 42.01591829578409, -88.70421551668447 42.01754031852755)"
5351,2984,2985,1,1586.9762897138062,0.9861038001378244,74.58788559790192,46.34674906185391,1,960.0,0.0,1,,0.15,4,1,92.33370904,1.17,1.276595745,"LINESTRING (-88.57944015999618 42.34437790133519, -88.56013394434814 42.344107564211285)"
5352,2984,2993,1,1782.3034478331995,1.1074747709205013,59.410114927773314,36.91572252278543,1,730.0,0.0,1,,0.15,4,1,84.79629096,1.17,1.8,"LINESTRING (-88.57944015999618 42.34437790133519, -88.56013394434814 42.33707879898961)"
5353,2984,11469,1,793.3440794389298,0.4929623817458896,57.69775123192217,35.85170938073071,1,790.0,0.0,1,,0.15,4,1,166.83,1.17,0.825,"LINESTRING (-88.57944015999618 42.34437790133519, -88.5890932678202 42.34437790133519)"
5354,2985,2971,1,1563.404357360314,0.9714568440232109,73.48000477756474,45.65834404864018,1,490.0,0.0,1,,0.15,4,1,0.0,1.17,1.276595745,"LINESTRING (-88.56013394434814 42.344107564211285, -88.56049146686014 42.35816509465462)"
5355,2985,2984,1,1586.9762897138096,0.9861038001378265,74.58788559790207,46.34674906185401,1,1050.0,0.0,1,,0.15,4,1,97.15927846,1.17,1.276595745,"LINESTRING (-88.56013394434814 42.344107564211285, -88.57944015999618 42.34437790133519)"
5356,2985,2986,1,2527.142882758454,1.5702976889647025,81.52073815349851,50.65462258717753,1,1050.0,0.0,1,,0.15,4,1,92.33370904,1.17,1.86,"LINESTRING (-88.56013394434814 42.344107564211285, -88.52938700831606 42.34383722708737)"
5357,2985,2993,1,781.5641373023491,0.48564264686290604,62.52513098418792,38.85130316477583,1,730.0,0.0,1,,0.15,4,1,0.0,1.17,0.75,"LINESTRING (-88.56013394434814 42.344107564211285, -88.56013394434814 42.33707879898961)"
5358,2986,2985,1,2527.14288275845,1.5702976889647,81.52073815349839,50.65462258717744,1,960.0,0.0,1,,0.15,4,1,97.15927846,1.17,1.86,"LINESTRING (-88.52938700831606 42.34383722708737, -88.56013394434814 42.344107564211285)"
5359,2986,2987,1,395.1758609732064,0.24555150619086485,63.22813775571302,39.288131185405156,1,520.0,0.0,1,,0.15,4,1,97.69,1.17,0.375,"LINESTRING (-88.52938700831606 42.34383722708737, -88.53010205334007 42.34735160969821)"
5360,2986,2990,1,1631.7489877789887,1.0139243340617825,72.35113438312449,44.95689672277645,1,1050.0,0.0,1,,0.15,4,1,282.833709,1.17,1.353191489,"LINESTRING (-88.52938700831606 42.34383722708737, -88.52509673817205 42.329509359520124)"
5361,2987,2986,1,395.1758609734155,0.2455515061909948,63.22813775574649,39.288131185425954,1,520.0,0.0,1,,0.15,4,1,240.26,1.17,0.375,"LINESTRING (-88.53010205334007 42.34735160969821, -88.52938700831606 42.34383722708737)"
5362,2987,2988,1,2561.7091321379958,1.591776213937388,71.55612100944121,44.4628984677575,1,770.0,0.0,1,,0.15,4,1,26.25,1.17,2.148,"LINESTRING (-88.53010205334007 42.34735160969821, -88.499355117308 42.34356688996346)"
5363,2987,11470,1,1208.1354485741067,0.7507024299241346,75.70982140528122,47.043887436420995,1,960.0,0.0,1,,0.15,4,1,71.44,1.17,0.957446809,"LINESTRING (-88.53010205334007 42.34735160969821, -88.53153214338806 42.35816509465462)"
5364,2988,2967,1,1593.1884337288973,0.9899638570649443,74.8798563665382,46.52817123033221,1,810.0,0.0,1,,0.15,4,1,0.0,1.17,1.276595745,"LINESTRING (-88.499355117308 42.34356688996346, -88.499355117308 42.35789475753071)"
5365,2988,2987,1,2561.7091321379394,1.591776213937353,71.55612100943964,44.46289846775652,1,510.0,0.0,1,,0.15,4,1,23.51,1.17,2.148,"LINESTRING (-88.499355117308 42.34356688996346, -88.53010205334007 42.34735160969821)"
5366,2988,2989,1,1563.1282746027362,0.9712852937245929,74.20912012114505,46.11139517879602,1,490.0,0.0,1,,0.15,4,1,0.0,1.17,1.263829787,"LINESTRING (-88.499355117308 42.34356688996346, -88.499355117308 42.329509359520124)"
5367,2988,7282,1,1490.6528425326528,0.926251036159328,77.84520401334319,48.370752262975074,1,770.0,0.0,1,,0.15,4,1,26.25,1.17,1.14893617,"LINESTRING (-88.499355117308 42.34356688996346, -88.4812180002742 42.343485788826285)"
5368,2989,2988,1,1563.1282746027362,0.9712852937245929,74.20912012114505,46.11139517879602,1,730.0,0.0,1,,0.15,4,1,0.0,1.17,1.263829787,"LINESTRING (-88.499355117308 42.329509359520124, -88.499355117308 42.34356688996346)"
5369,2989,2990,1,2116.08446735257,1.314877196461015,78.37349879083591,48.6990193171605,1,1050.0,0.0,1,,0.15,4,1,107.3392785,1.17,1.62,"LINESTRING (-88.499355117308 42.329509359520124, -88.52509673817205 42.329509359520124)"
5370,2989,3149,1,882.2160344904065,0.5481849916676442,58.81440229936043,36.54556397115589,1,770.0,0.0,1,,0.15,4,1,80.72370904,1.17,0.9,"LINESTRING (-88.499355117308 42.329509359520124, -88.48862944194796 42.32923902239621)"
5371,2990,2986,1,1631.7489877793494,1.0139243340620065,72.35113438314048,44.95689672278638,1,1050.0,0.0,1,,0.15,4,1,145.0892785,1.17,1.353191489,"LINESTRING (-88.52509673817205 42.329509359520124, -88.52938700831606 42.34383722708737)"
5372,2990,2989,1,2116.08446735257,1.314877196461015,78.37349879083591,48.6990193171605,1,1050.0,0.0,1,,0.15,4,1,80.72370904,1.17,1.62,"LINESTRING (-88.52509673817205 42.329509359520124, -88.499355117308 42.329509359520124)"
5373,2990,2991,1,495.6215319199011,0.30796570763163855,82.60358865331685,51.32747448510015,1,520.0,0.0,1,,0.15,4,1,249.93,1.17,0.36,"LINESTRING (-88.52509673817205 42.329509359520124, -88.52259408058805 42.32545430266147)"
5374,2991,2990,1,495.6215319197024,0.3079657076315151,82.60358865328374,51.32747448507957,1,520.0,0.0,1,,0.15,4,1,85.57,1.17,0.36,"LINESTRING (-88.52259408058805 42.32545430266147, -88.52509673817205 42.329509359520124)"
5375,2991,2992,1,1993.5049613748151,1.2387096333744363,76.67326774518519,47.64254505209347,1,770.0,0.0,1,,0.15,4,1,103.1507215,1.17,1.56,"LINESTRING (-88.52259408058805 42.32545430266147, -88.5444029538201 42.33329407925487)"
5376,2991,3019,1,1311.490900464449,0.814924689912914,68.48896925915992,42.55705931753346,1,1050.0,0.0,1,,0.15,4,1,301.246291,1.17,1.14893617,"LINESTRING (-88.52259408058805 42.32545430266147, -88.51544363034803 42.31491115482896)"
5377,2992,2991,1,1993.5049613748167,1.2387096333744374,76.67326774518526,47.64254505209351,1,510.0,0.0,1,,0.15,4,1,99.13629096,1.17,1.56,"LINESTRING (-88.5444029538201 42.33329407925487, -88.52259408058805 42.32545430266147)"
5378,2992,2993,1,1359.807404298833,0.8449472481258362,67.27468213220135,41.802536511168086,1,770.0,0.0,1,,0.15,4,1,69.67072154,1.17,1.212765957,"LINESTRING (-88.5444029538201 42.33329407925487, -88.56013394434814 42.33707879898961)"
5379,2992,2994,1,1887.97857978874,1.1731384168595451,67.42780642102643,41.89768350363961,1,770.0,0.0,1,,0.15,4,1,33.48,1.17,1.68,"LINESTRING (-88.5444029538201 42.33329407925487, -88.56513925951614 42.325994976909286)"
5380,2993,2984,1,1782.3034478333286,1.1074747709205817,59.41011492777762,36.91572252278811,1,490.0,0.0,1,,0.15,4,1,69.67072154,1.17,1.8,"LINESTRING (-88.56013394434814 42.33707879898961, -88.57944015999618 42.34437790133519)"
5381,2993,2985,1,781.5641373023491,0.48564264686290604,62.52513098418792,38.85130316477583,1,410.0,0.0,1,,0.15,4,1,0.0,1.17,0.75,"LINESTRING (-88.56013394434814 42.33707879898961, -88.56013394434814 42.344107564211285)"
5382,2993,2992,1,1359.807404298823,0.84494724812583,67.27468213220087,41.80253651116779,1,770.0,0.0,1,,0.15,4,1,84.79629096,1.17,1.212765957,"LINESTRING (-88.56013394434814 42.33707879898961, -88.5444029538201 42.33329407925487)"
5383,2994,2992,1,1887.9785797889222,1.1731384168596581,67.42780642103294,41.89768350364366,1,770.0,0.0,1,,0.15,4,1,14.34,1.17,1.68,"LINESTRING (-88.56513925951614 42.325994976909286, -88.5444029538201 42.33329407925487)"
5384,2994,2995,1,2380.912678503287,1.4794342267658094,79.36375595010958,49.31433639847554,1,770.0,0.0,1,,0.15,4,1,33.64,1.17,1.8,"LINESTRING (-88.56513925951614 42.325994976909286, -88.59409858298821 42.32626531403319)"
5385,2994,3021,1,1202.4063650787698,0.747142533634142,64.12833947086772,39.84749042535255,1,730.0,0.0,1,,0.15,4,1,0.4,1.17,1.125,"LINESTRING (-88.56513925951614 42.325994976909286, -88.56513925951614 42.31518149195287)"
5386,2995,2994,1,2380.9126785032845,1.4794342267658076,79.36375595010948,49.314336398475476,1,770.0,0.0,1,,0.15,4,1,14.74,1.17,1.8,"LINESTRING (-88.59409858298821 42.32626531403319, -88.56513925951614 42.325994976909286)"
5387,2995,2996,1,421.8672700690206,0.2621368201057705,67.4987632110433,41.94177399520918,1,770.0,0.0,1,,0.15,4,1,13.69,1.17,0.375,"LINESTRING (-88.59409858298821 42.32626531403319, -88.59374106047622 42.33005003376794)"
5388,2995,11471,1,588.5880367550162,0.3657325591578015,42.80640267309209,26.598657235381904,1,770.0,0.0,1,,0.15,4,1,68.28,1.17,0.825,"LINESTRING (-88.59409858298821 42.32626531403319, -88.59910389815623 42.322480594298455)"
5389,2996,2995,1,421.86727006949127,0.26213682010606293,67.4987632111186,41.94177399525598,1,770.0,0.0,1,,0.15,4,1,35.2,1.17,0.375,"LINESTRING (-88.59374106047622 42.33005003376794, -88.59409858298821 42.32626531403319)"
5390,2996,2997,1,2733.4116912290983,1.6984675029696017,69.12075540244608,42.949632905173324,1,430.0,0.0,1,,0.15,4,1,0.0,1.17,2.372727273,"LINESTRING (-88.59374106047622 42.33005003376794, -88.6269906540923 42.330320370891855)"
5391,2996,11469,1,1638.3503056916452,1.0180262130386653,68.75220033017774,42.72062347136288,1,770.0,0.0,1,,0.15,4,1,13.69,1.17,1.429787234,"LINESTRING (-88.59374106047622 42.33005003376794, -88.5890932678202 42.34437790133519)"
5392,2997,2996,1,2733.4116912290915,1.6984675029695975,69.1207554024459,42.94963290517321,1,770.0,0.0,1,,0.15,4,1,0.0,1.17,2.372727273,"LINESTRING (-88.6269906540923 42.330320370891855, -88.59374106047622 42.33005003376794)"
5393,2997,2998,1,382.06588185121706,0.2374053225864125,70.38055712138159,43.732437159069995,1,630.0,0.0,1,,0.15,4,1,0.0,1.17,0.325714286,"LINESTRING (-88.6269906540923 42.330320370891855, -88.6316384467483 42.330320370891855)"
5394,2997,3025,1,842.1974709908031,0.5233185473491017,57.79786567511978,35.913917592414855,1,630.0,0.0,1,,0.15,4,1,459.4461118,1.17,0.874285714,"LINESTRING (-88.6269906540923 42.330320370891855, -88.62663313158029 42.32275093142236)"
5395,2997,11486,1,781.5641373019956,0.4856426468626864,56.03667401285902,34.819564168044224,1,1880.0,0.0,1,,0.15,4,1,278.667602,1.17,0.836842105,"LINESTRING (-88.6269906540923 42.330320370891855, -88.6269906540923 42.337349136113524)"
5396,2998,2997,1,382.06588185121706,0.2374053225864125,70.38055712138159,43.732437159069995,1,360.0,0.0,1,,0.15,4,1,0.0,1.17,0.325714286,"LINESTRING (-88.6316384467483 42.330320370891855, -88.6269906540923 42.330320370891855)"
5397,2998,2999,1,300.6015912695967,0.186785633408476,63.46033600520412,39.43241244388969,1,900.0,0.0,1,,0.15,4,1,116.602398,1.17,0.284210526,"LINESTRING (-88.6316384467483 42.330320370891855, -88.6316384467483 42.333023742130955)"
5398,2998,3000,1,293.89683220904806,0.1826194789224453,48.982805368174674,30.436494754428065,1,810.0,0.0,1,,0.15,4,1,0.0,1.17,0.36,"LINESTRING (-88.6316384467483 42.330320370891855, -88.63521367186831 42.330320370891855)"
5399,2998,3026,1,812.1562979254155,0.5046517814292912,59.34988327949837,36.87829632326518,1,770.0,0.0,1,,0.15,4,1,413.2738882,1.17,0.821052632,"LINESTRING (-88.6316384467483 42.330320370891855, -88.63128092423631 42.32302126854627)"
5400,2999,2998,1,300.6015912695967,0.186785633408476,63.46033600520412,39.43241244388969,1,900.0,0.0,1,,0.15,4,1,413.2738882,1.17,0.284210526,"LINESTRING (-88.6316384467483 42.333023742130955, -88.6316384467483 42.330320370891855)"
5401,2999,3000,1,420.39618492198184,0.2612227279021101,40.6835017666434,25.27954817624098,1,810.0,0.0,1,,0.15,4,1,0.0,1.17,0.62,"LINESTRING (-88.6316384467483 42.333023742130955, -88.63521367186831 42.330320370891855)"
5402,2999,9173,1,919.2109133775562,0.5711726008037806,43.088011564572945,26.773640833890255,1,600.0,0.0,1,,0.15,4,1,18.67,1.17,1.28,"LINESTRING (-88.6316384467483 42.333023742130955, -88.64093403206033 42.33761947323743)"
5403,2999,11486,1,614.2285590354695,0.38166488065633714,47.24835069503611,29.358754919725282,1,324.0,0.0,1,,0.15,4,1,97.932398,1.17,0.78,"LINESTRING (-88.6316384467483 42.333023742130955, -88.6269906540923 42.337349136113524)"
5404,3000,2998,1,293.89683220904806,0.1826194789224453,48.982805368174674,30.436494754428065,1,630.0,0.0,1,,0.15,4,1,0.0,1.17,0.36,"LINESTRING (-88.63521367186831 42.330320370891855, -88.6316384467483 42.330320370891855)"
5405,3000,2999,1,420.3961849220233,0.26122272790213585,40.68350176664741,25.27954817624347,1,630.0,0.0,1,,0.15,4,1,0.0,1.17,0.62,"LINESTRING (-88.63521367186831 42.330320370891855, -88.6316384467483 42.333023742130955)"
5406,3000,3001,1,1616.4325736666146,1.0044071319091148,52.384388973544084,32.55014016088006,1,630.0,0.0,1,,0.15,4,1,0.0,1.17,1.851428571,"LINESTRING (-88.63521367186831 42.330320370891855, -88.65487741002836 42.330320370891855)"
5407,3001,2976,1,1971.160031716122,1.2248251032821666,54.754445325447826,34.02282444631884,1,630.0,0.0,1,,0.15,4,1,57.45,1.17,2.16,"LINESTRING (-88.65487741002836 42.330320370891855, -88.67883141833242 42.331131382263585)"
5408,3001,3000,1,1616.4325736666146,1.0044071319091148,52.384388973544084,32.55014016088006,1,810.0,0.0,1,,0.15,4,1,0.0,1.17,1.851428571,"LINESTRING (-88.65487741002836 42.330320370891855, -88.63521367186831 42.330320370891855)"
5409,3001,3027,1,812.1562979254533,0.5046517814293148,67.39169281374949,41.875243555372336,1,520.0,0.0,1,,0.15,4,1,68.01,1.17,0.723076923,"LINESTRING (-88.65487741002836 42.330320370891855, -88.65451988751636 42.32302126854627)"
5410,3002,2976,1,361.9172167267896,0.2248854913982065,72.38344334535792,44.9769725749484,1,860.0,0.0,1,,0.15,4,1,51.5,1.17,0.3,"LINESTRING (-88.67847389582042 42.32788733677666, -88.67883141833242 42.331131382263585)"
5411,3002,3007,1,3502.3514645550417,2.1762657142400252,73.27095114131886,45.528444181632445,1,730.0,0.0,1,,0.15,4,1,88.48,1.17,2.868,"LINESTRING (-88.67847389582042 42.32788733677666, -88.70207038161247 42.301664635757355)"
5412,3002,11487,1,2946.0422667379803,1.830590345568979,77.52742807205212,48.1732955085591,1,770.0,0.0,1,,0.15,4,1,69.26,1.17,2.28,"LINESTRING (-88.67847389582042 42.32788733677666, -88.67811637330841 42.30139429863344)"
5413,3003,2975,1,811.6242964284046,0.5043212102031918,64.59866847805696,40.13973923087873,1,520.0,0.0,1,,0.15,4,1,4.92,1.17,0.753846154,"LINESTRING (-88.68848452615644 42.330320370891855, -88.68848452615644 42.33761947323743)"
5414,3003,2976,1,798.6242457347003,0.49624333312705854,52.73933695760316,32.77069454468283,1,630.0,0.0,1,,0.15,4,1,133.09,1.17,0.908571429,"LINESTRING (-88.68848452615644 42.330320370891855, -88.67883141833242 42.331131382263585)"
5415,3003,3004,1,2741.393482256431,1.7034271703036223,78.98930373272677,49.081662649708164,1,990.0,0.0,1,,0.15,4,1,88.31,1.17,2.082352941,"LINESTRING (-88.68848452615644 42.330320370891855, -88.71637128209251 42.31680351469633)"
5416,3004,2974,1,3277.0845143261813,2.0362909728995624,81.92711285815453,50.90713204378434,1,490.0,0.0,1,,0.15,4,1,20.12,1.17,2.4,"LINESTRING (-88.71637128209251 42.31680351469633, -88.7170863271165 42.34627026120256)"
5417,3004,3003,1,2741.3934822564906,1.7034271703036592,78.98930373272849,49.08166264970923,1,1260.0,0.0,1,,0.15,4,1,115.03,1.17,2.082352941,"LINESTRING (-88.71637128209251 42.31680351469633, -88.68848452615644 42.330320370891855)"
5418,3004,3006,1,1683.6256185544557,1.046159058094906,79.13040405227682,49.1693382963673,1,730.0,0.0,1,,0.15,4,1,499.25,1.17,1.276595745,"LINESTRING (-88.71637128209251 42.31680351469633, -88.7160137595805 42.301664635757355)"
5419,3004,11938,1,3173.494400083897,1.971922900122968,79.33736000209743,49.29793472186328,1,770.0,0.0,1,,0.15,4,1,178.64,1.17,2.4,"LINESTRING (-88.71637128209251 42.31680351469633, -88.75462619087659 42.313018794961586)"
5420,3005,2843,1,669.643269973614,0.41609807124262993,195.74187881498364,121.6283269811452,1,1540.0,0.0,1,,0.15,4,1,192.67,1.17,0.205263158,"LINESTRING (-88.18938309940327 41.67691554240048, -88.19617602713129 41.673671496913556)"
5421,3005,4628,1,1808.9797132065564,1.1240506749391406,58.09861853199632,36.10079669584509,1,1440.0,0.0,1,,0.15,4,1,618.0949302,1.17,1.868181818,"LINESTRING (-88.18938309940327 41.67691554240048, -88.18509282925926 41.692865432711194)"
5422,3005,10125,1,1623.2485928562203,1.0086424204060176,42.142030778101,26.185835806619398,1,770.0,0.0,1,,0.15,4,1,0.0,1.17,2.311111111,"LINESTRING (-88.18938309940327 41.67691554240048, -88.18938309940327 41.69151374709164)"
5423,3006,3004,1,1683.6256185542145,1.046159058094756,79.13040405226548,49.16933829636025,1,410.0,0.0,1,,0.15,4,1,110.45,1.17,1.276595745,"LINESTRING (-88.7160137595805 42.301664635757355, -88.71637128209251 42.31680351469633)"
5424,3006,3007,1,1146.719678458084,0.7125403447736862,61.15838285109781,38.0020455105695,1,770.0,0.0,1,,0.15,4,1,173.34,1.17,1.125,"LINESTRING (-88.7160137595805 42.301664635757355, -88.70207038161247 42.301664635757355)"
5425,3006,3033,1,1863.9618514098697,1.1582150766213914,74.24254830523559,46.13216648297254,1,410.0,0.0,1,,0.15,4,1,325.91,1.17,1.506382979,"LINESTRING (-88.7160137595805 42.301664635757355, -88.7156562370685 42.28490373407491)"
5426,3007,3002,1,3502.351464555321,2.176265714240199,73.2709511413247,45.52844418163607,1,730.0,0.0,1,,0.15,4,1,16.54,1.17,2.868,"LINESTRING (-88.70207038161247 42.301664635757355, -88.67847389582042 42.32788733677666)"
5427,3007,3006,1,1146.719678458084,0.7125403447736862,61.15838285109781,38.0020455105695,1,770.0,0.0,1,,0.15,4,1,46.64,1.17,1.125,"LINESTRING (-88.70207038161247 42.301664635757355, -88.7160137595805 42.301664635757355)"
5428,3007,3034,1,1442.887638094565,0.896571040360996,75.35079889222558,46.8208012584611,1,490.0,0.0,1,,0.15,4,1,88.48,1.17,1.14893617,"LINESTRING (-88.70207038161247 42.301664635757355, -88.70207038161247 42.288688453809655)"
5429,3007,11487,1,1970.2391552543918,1.2242528957550252,74.08099223065089,46.031780223351774,1,770.0,0.0,1,,0.15,4,1,173.34,1.17,1.595744681,"LINESTRING (-88.70207038161247 42.301664635757355, -88.67811637330841 42.30139429863344)"
5430,3008,3648,1,1920.0777007686286,1.1930839355068716,76.80310803074514,47.723224040172134,1,990.0,0.0,1,,0.15,4,1,203.8114976,1.17,1.5,"LINESTRING (-88.56156403439614 42.0083488563146, -88.58480299767619 42.0083488563146)"
5431,3008,3651,1,1181.9711005245188,0.7344446173739041,76.0995091805788,47.28602811904543,1,990.0,0.0,1,,0.15,4,1,332.12,1.17,0.931914894,"LINESTRING (-88.56156403439614 42.0083488563146, -88.5472631339161 42.00807851919069)"
5432,3008,3674,1,2375.4875942804897,1.476063227335734,79.71434880135871,49.53218462904906,1,960.0,0.0,1,,0.15,4,1,0.0,1.17,1.788,"LINESTRING (-88.56156403439614 42.0083488563146, -88.56084898937213 41.98699222352568)"
5433,3009,3011,1,1970.0140554493883,1.2241130248731706,84.17332783267406,52.30286488871651,1,770.0,0.0,1,,0.15,4,1,177.35,1.17,1.404255319,"LINESTRING (-88.6734685806524 42.30139429863344, -88.64951457234835 42.30139429863344)"
5434,3009,3027,1,2865.4502212835523,1.7805126457327554,74.94254425087604,46.567123663711094,1,1050.0,0.0,1,,0.15,4,1,40.04,1.17,2.294117647,"LINESTRING (-88.6734685806524 42.30139429863344, -88.65451988751636 42.32302126854627)"
5435,3009,3035,1,468.30214912406825,0.2909901879802082,58.53776864050853,36.37367183792143,1,440.0,0.0,1,,0.15,4,1,161.55,1.17,0.48,"LINESTRING (-88.6734685806524 42.30139429863344, -88.67811637330841 42.29896126451825)"
5436,3009,11487,1,382.24153436149396,0.23751446826742267,47.780191795186745,29.689225555966985,1,770.0,0.0,1,,0.15,4,1,89.73,1.17,0.48,"LINESTRING (-88.6734685806524 42.30139429863344, -88.67811637330841 42.30139429863344)"
5437,3010,4643,1,1533.356717673618,0.9527860599212212,72.0677657126431,44.780819648630754,1,1260.0,0.0,1,,0.15,4,1,841.9957626,1.17,1.276595745,"LINESTRING (-88.22835305321136 41.549586757038696, -88.22871057572335 41.56337395035813)"
5438,3010,4865,1,963.7639853478618,0.5988566650601251,63.197638383466334,39.26917975997286,1,540.0,0.0,1,,0.15,4,1,768.9606381,1.17,0.915,"LINESTRING (-88.22835305321136 41.549586757038696, -88.22763800818736 41.540935969073566)"
5439,3010,9821,1,808.347967185769,0.5022853885355295,67.90122927076509,42.19185473320457,1,1260.0,0.0,1,,0.15,4,1,340.52,1.17,0.714285714,"LINESTRING (-88.22835305321136 41.549586757038696, -88.23800616103539 41.548775745666966)"
5440,3011,3009,1,1970.0140554493883,1.2241130248731706,84.17332783267406,52.30286488871651,1,430.0,0.0,1,,0.15,4,1,106.85,1.17,1.404255319,"LINESTRING (-88.64951457234835 42.30139429863344, -88.6734685806524 42.30139429863344)"
5441,3011,3012,1,1470.1597450230602,0.9135171840773612,69.09750799880945,42.93518764272822,1,430.0,0.0,1,,0.15,4,1,173.34,1.17,1.276595745,"LINESTRING (-88.64951457234835 42.30139429863344, -88.6316384467483 42.30139429863344)"
5442,3011,3037,1,3156.4537222725558,1.9613342875169673,78.91134305681389,49.03322014655551,1,730.0,0.0,1,,0.15,4,1,4.01,1.17,2.4,"LINESTRING (-88.64951457234835 42.30139429863344, -88.64987209486034 42.273008900622855)"
5443,3012,3011,1,1470.1597450230602,0.9135171840773612,69.09750799880945,42.93518764272822,1,770.0,0.0,1,,0.15,4,1,74.94,1.17,1.276595745,"LINESTRING (-88.6316384467483 42.30139429863344, -88.64951457234835 42.30139429863344)"
5444,3012,3013,1,2087.62683403292,1.2971943989666077,79.07677401639849,49.136014147343545,1,430.0,0.0,1,,0.15,4,1,141.07,1.17,1.584,"LINESTRING (-88.6316384467483 42.30139429863344, -88.60625434839625 42.30139429863344)"
5445,3012,3029,1,824.830400574835,0.5125271232771417,65.9864320459868,41.00205526684687,1,810.0,0.0,1,,0.15,4,1,249.18,1.17,0.75,"LINESTRING (-88.6316384467483 42.30139429863344, -88.6298508341883 42.308693400979024)"
5446,3012,3039,1,1594.2736163286756,0.9906381599467333,74.93085994871504,46.55986337719301,1,1080.0,0.0,1,,0.15,4,1,447.0,1.17,1.276595745,"LINESTRING (-88.6316384467483 42.30139429863344, -88.6309234017243 42.287066431066194)"
5447,3013,3012,1,2087.62683403292,1.2971943989666077,79.07677401639849,49.136014147343545,1,430.0,0.0,1,,0.15,4,1,50.0,1.17,1.584,"LINESTRING (-88.60625434839625 42.30139429863344, -88.6316384467483 42.30139429863344)"
5448,3013,3014,1,1000.16260891422,0.6214737773958393,58.83309464201293,36.55717885080222,1,730.0,0.0,1,,0.15,4,1,79.63,1.17,1.02,"LINESTRING (-88.60625434839625 42.30139429863344, -88.59409858298821 42.30112396150953)"
5449,3013,3031,1,1963.7463237389975,1.2202184272676984,78.88553609643141,49.017184449775684,1,1080.0,0.0,1,,0.15,4,1,289.66,1.17,1.493617021,"LINESTRING (-88.60625434839625 42.30139429863344, -88.62484551902028 42.31247812071377)"
5450,3013,3041,1,1408.7286914205854,0.8753456021851104,75.2389187677014,46.75128219360539,1,1080.0,0.0,1,,0.15,4,1,454.61,1.17,1.123404255,"LINESTRING (-88.60625434839625 42.30139429863344, -88.59374106047622 42.29274351066831)"
5451,3014,3013,1,1000.1626089142135,0.6214737773958353,58.833094642012554,36.55717885080198,1,410.0,0.0,1,,0.15,4,1,67.94,1.17,1.02,"LINESTRING (-88.59409858298821 42.30112396150953, -88.60625434839625 42.30139429863344)"
5452,3014,3015,1,1970.0225136984338,1.2241182805985273,74.07284650814765,46.026718707614215,1,730.0,0.0,1,,0.15,4,1,80.06,1.17,1.595744681,"LINESTRING (-88.59409858298821 42.30112396150953, -88.57014457468416 42.30112396150953)"
5453,3014,3023,1,1593.188433728897,0.9899638570649442,74.87985636653819,46.528171230332205,1,770.0,0.0,1,,0.15,4,1,13.43,1.17,1.276595745,"LINESTRING (-88.59409858298821 42.30112396150953, -88.59409858298821 42.31545182907678)"
5454,3014,3041,1,932.328763686901,0.5793236753494607,65.4265799078527,40.65417938392234,1,510.0,0.0,1,,0.15,4,1,63.1,1.17,0.855,"LINESTRING (-88.59409858298821 42.30112396150953, -88.59374106047622 42.29274351066831)"
5455,3015,3014,1,1970.0225136984338,1.2241182805985273,74.07284650814765,46.026718707614215,1,730.0,0.0,1,,0.15,4,1,68.24,1.17,1.595744681,"LINESTRING (-88.57014457468416 42.30112396150953, -88.59409858298821 42.30112396150953)"
5456,3015,3016,1,412.7434783868829,0.2564675446996178,47.17068324421518,29.310494618141234,1,730.0,0.0,1,,0.15,4,1,80.46,1.17,0.525,"LINESTRING (-88.57014457468416 42.30112396150953, -88.56513925951614 42.300853624385624)"
5457,3015,3022,1,1563.1282746027364,0.971285293724593,73.46702888796185,45.65028120714174,1,770.0,0.0,1,,0.15,4,1,0.16,1.17,1.276595745,"LINESTRING (-88.57014457468416 42.30112396150953, -88.57014457468416 42.31518149195287)"
5458,3016,3015,1,412.7434783868958,0.25646754469962585,47.170683244216654,29.310494618142148,1,730.0,0.0,1,,0.15,4,1,68.4,1.17,0.525,"LINESTRING (-88.56513925951614 42.300853624385624, -88.57014457468416 42.30112396150953)"
5459,3016,3017,1,2322.8723370147227,1.4433695409389706,77.42907790049075,48.11218356410584,1,730.0,0.0,1,,0.15,4,1,80.46,1.17,1.8,"LINESTRING (-88.56513925951614 42.300853624385624, -88.53689498106809 42.300853624385624)"
